"","doi","journal","journal_meta.issn.1","publisher","author1","affiliation","title","abstract","topic","Year"
"41","10.1371/journal.pcbi.1003063","PLoS Computational Biology","1553-7358","Public Library of Science","Schnoes, Alexandra M.","Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, California, United States of America","Biases in the Experimental Annotations of Protein Function and Their Effect on Our Understanding of Protein Function Space","Author SummaryExperiments and observations are the vehicles used by science to understand the world around us. In the field of molecular biology, we are increasingly relying on high-throughput, genome-wide experiments to provide answers about the function of biological macromolecules. However, any experimental assay is essentially limited in the type of information it can discover. Here, we show that our increasing reliance on high-throughput experiments biases our understanding of protein function. While the primary source of information is experiments, the functions of many proteins are computationally annotated by sequence-based similarity, either directly or indirectly, to proteins whose function is experimentally determined. Therefore, any biases in experimental annotations can get amplified and entrenched in the majority of protein databases. We show here that high-throughput studies are biased towards certain aspects of protein function, and that they provide less information than low-throughput studies. While there is no clear solution to the phenomenon of bias from high-throughput experiments, recognizing its existence and its impact can help take steps to mitigate its effect.","ont reads sequencing",2013
"42","10.1371/journal.pgen.1008102","PLOS Genetics","1553-7404","Public Library of Science","Marchant, Thomas W.","The Roslin Institute and Royal (Dick) School for Veterinary Studies, University of Edinburgh, Easter Bush, Midlothian, United Kingdom","An ADAMTS3 missense variant is associated with Norwich Terrier upper airway syndrome","In flat-faced dog breeds, air resistance caused by skull conformation is believed to be a major determinant of Brachycephalic Obstructive Airway Syndrome (BOAS). The clinical presentation of BOAS is heterogeneous, suggesting determinants independent of skull conformation contribute to airway disease. Norwich Terriers, a mesocephalic breed, are predisposed to Upper Airway Syndrome (UAS), a disease whose pathological features overlap with BOAS. Our health screening clinic examined and scored the airways of 401 Norwich terriers by laryngoscopy. Genome-wide association analyses of UAS-related pathologies revealed a genetic association on canine chromosome 13 (rs9043975, p = 7.79x10-16). Whole genome resequencing was used to identify causal variant(s) within a 414 kb critical interval. This approach highlighted an error in the CanFam3.1 dog assembly, which when resolved, led to the discovery of a c.2786G>A missense variant in exon 20 of the positional candidate gene, ADAM metallopeptidase with thrombospondin type 1 motif 3 (ADAMTS3). In addition to segregating with UAS amongst Norwich Terriers, the ADAMTS3 c.2786G>A risk allele frequency was enriched among the BOAS-susceptible French and (English) Bulldogs. Previous studies indicate that ADAMTS3 loss of function results in lymphoedema. Our results suggest a new paradigm in the understanding of canine upper airway disease aetiology: airway oedema caused by disruption of ADAMTS3 predisposes dogs to respiratory obstruction. These findings will enhance breeding practices and could refine the prognostics of surgical interventions that are often used to treat airway obstruction.","ont reads sequencing",2019
"43","10.1371/journal.pgen.1008102","PLOS Genetics","1553-7404","Public Library of Science","Marchant, Thomas W.","The Roslin Institute and Royal (Dick) School for Veterinary Studies, University of Edinburgh, Easter Bush, Midlothian, United Kingdom","An ADAMTS3 missense variant is associated with Norwich Terrier upper airway syndrome","Author summaryRespiratory diseases are prevalent across dog breeds, particularly in brachycephalic breeds such as the Bulldog and French bulldog. The flat facial conformation of these breeds has long been assumed to be the major predisposing factor, however, the underlying genetics of their respiratory condition has never been elucidated. We became interested in the Norwich Terrier, a breed presenting with many of the same respiratory disease symptoms as the Bulldog. A distinction, however, is that the Norwich terrier is not considered to be a brachycephalic breed and so presented an opportunity to dissociate respiratory disease from head conformation. We performed a genome-wide association analysis for respiratory disease severity in the Norwich Terrier and resolved an association on chromosome 13 to a missense mutation in ADAMTS3. Variants in this gene were previously shown to cause an oedematous phenotype–a disease characteristic in the airways of affected Norwich Terriers and brachycephalic dogs alike. We screened over 100 breeds for the ADAMTS3 variant and found that it is enriched in the Norwich Terrier, Bulldog and French Bulldog. This discovery changes how we view respiratory disease predisposition in the dog, offers potential genetic screens and highlights a new biological function for ADAMTS3.","ont reads sequencing",2019
"44","10.1371/journal.pone.0215038","PLOS ONE",NA,"Public Library of Science","Subedi, Dinesh","School of Optometry and Vision Science, University of New South Wales, Sydney, Australia","Accessory genome of the multi-drug resistant ocular isolate of Pseudomonas aeruginosa PA34","Bacteria can acquire an accessory genome through the horizontal transfer of genetic elements from non-parental lineages. This leads to rapid genetic evolution allowing traits such as antibiotic resistance and virulence to spread through bacterial communities. The study of complete genomes of bacterial strains helps to understand the genomic traits associated with virulence and antibiotic resistance. We aimed to investigate the complete accessory genome of an ocular isolate of Pseudomonas aeruginosa strain PA34. We obtained the complete genome of PA34 utilising genome sequence reads from Illumina and Oxford Nanopore Technology followed by PCR to close any identified gaps. In-depth genomic analysis was performed using various bioinformatics tools. The susceptibility to heavy metals and cytotoxicity was determined to confirm expression of certain traits. The complete genome of PA34 includes a chromosome of 6.8 Mbp and two plasmids of 95.4 Kbp (pMKPA34-1) and 26.8 Kbp (pMKPA34-2). PA34 had a large accessory genome of 1,213 genes and had 543 unique genes not present in other strains. These exclusive genes encoded features related to metal and antibiotic resistance, phage integrase and transposons. At least 24 genomic islands (GIs) were predicated in the complete chromosome, of which two were integrated into novel sites. Eleven GIs carried virulence factors or replaced pathogenic genes. A bacteriophage carried the aminoglycoside resistance gene (AAC(3)-IId). The two plasmids carried other six antibiotic resistance genes. The large accessory genome of this ocular isolate plays a large role in shaping its virulence and antibiotic resistance.","ont reads sequencing",2019
"45","10.1371/journal.pone.0210016","PLOS ONE",NA,"Public Library of Science","Hui, Wenjia","Department of Gastroenterology, People’s Hospital of Xin jiang Uygur Autonomous Region, Urumqi, Xinjiang, China","Fecal microbiota transplantation for treatment of recurrent C. difficile infection: An updated randomized controlled trial meta-analysis","ObjectivesAlthough systematic evaluation has confirmed the efficacy of fresh fecal microbiota transplantation (FMT) for treatment of recurrent and/or refractory and/or relapse C. difficile infection (RCDI), it lacks the support of well-designed randomized controlled trials (RCTs), and the latest guidelines do not optimize the management of FMT. In this paper, we focus on an in-depth study of fresh FMT and fecal infusion times to guide clinical practice.MethodsWe reviewed studies in PubMed, Medline, Embase, the Cochrane library and Cochrane Central written in English. The retrieval period was from the establishment of the databases to September 20th, 2018. The retrieval objects were published RCTs of RCDI treated by fresh FMT. The intervention group was fresh FMT group, while the control group included antibiotic therapy or placebo or frozen FMT or capsule. The primary and secondary outcomes were the clinical remission of diarrhea without relapse after 8–17 weeks and the occurrence of severe adverse events, respectively. Subgroup analysis analyzed the effect of single and multiple fecal infusions. Two authors independently completed the information extraction and assessed risk of bias and overall quality of the evidence.Results8 randomized controlled trials met the inclusion criteria, involving 537 patients (273 in the fresh FMT group and 264 in the control group). The recurrence rate of clinical diarrhea in the fresh FMT group was 11.0% (30/273), which was significantly lower than the control group (24.6%, 65/264; P < 0.05); the pooled relative risk (RR) was 0.38 (95%CI:0.16–0.87; I2 = 67%; P = 0.02) in the fresh FMT group, and the clinical heterogeneity was significant and random effects model was used; However, there was no significant difference neither for the effect of antibiotic treatment/frozen feces transplanted by enema (RR = 1.07; 95%CI: 0.64–1.80; I2 = 0%; P = 0.79) or capsule/frozen feces transplanted by colonoscopy (RR = 0.42; 95%CI: 0.05–3.94; I2 = 43%; P = 0.45) compared with fresh FMT. The subgroup analysis showed that FMT by multiple infusions could effectively and significantly (RR = 0.24; 95%CI:0.10–0.58; I2 = 0%; P = 0.001) improve the clinical diarrhea remission rate. Most mild to moderate adverse events caused by FMT were self-limited and could be quickly alleviated; no severe adverse events happened because of FMT.ConclusionsOverall, the use of fresh feces for bacterial transplantation was the best efficiency for RCDI compared to antibiotic therapy or placebo. The fecal transmission method by enema was not ideal, but capsules or frozen feces transported by colonoscopy could be an alternative treatment compared to fresh FMT. For patients with severe RCDI, multiple fecal transplants can effectively improve their diarrhea remission rate. The focus of future research should be on how to standardize the production of capsules or frozen feces to better guide the clinical management of RCDI patients by FMT.","ont reads sequencing",2018
"46","10.1371/journal.pone.0147777","PLOS ONE",NA,"Public Library of Science","Choung, Rok Seon","Division of Gastroenterology and Hepatology, Mayo Clinic, Rochester, MN, United States of America","Determination of B-Cell Epitopes in Patients with Celiac Disease: Peptide Microarrays","BackgroundMost antibodies recognize conformational or discontinuous epitopes that have a specific 3-dimensional shape; however, determination of discontinuous B-cell epitopes is a major challenge in bioscience. Moreover, the current methods for identifying peptide epitopes often involve laborious, high-cost peptide screening programs. Here, we present a novel microarray method for identifying discontinuous B-cell epitopes in celiac disease (CD) by using a silicon-based peptide array and computational methods.MethodsUsing a novel silicon-based microarray platform with a multi-pillar chip, overlapping 12-mer peptide sequences of all native and deamidated gliadins, which are known to trigger CD, were synthesized in situ and used to identify peptide epitopes.ResultsUsing a computational algorithm that considered disease specificity of peptide sequences, 2 distinct epitope sets were identified. Further, by combining the most discriminative 3-mer gliadin sequences with randomly interpolated3- or 6-mer peptide sequences, novel discontinuous epitopes were identified and further optimized to maximize disease discrimination. The final discontinuous epitope sets were tested in a confirmatory cohort of CD patients and controls, yielding 99% sensitivity and 100% specificity.ConclusionsThese novel sets of epitopes derived from gliadin have a high degree of accuracy in differentiating CD from controls, compared with standard serologic tests. The method of ultra-high-density peptide microarray described here would be broadly useful to develop high-fidelity diagnostic tests and explore pathogenesis.","ont reads sequencing",2016
"47","10.1371/journal.pone.0069831","PLoS ONE",NA,"Public Library of Science","Goblirsch, Michael J.","Department of Entomology, University of Minnesota, St. Paul, Minnesota, United States of America","A Cell Line Resource Derived from Honey Bee (Apis mellifera) Embryonic Tissues","A major hindrance to the study of honey bee pathogens or the effects of pesticides and nutritional deficiencies is the lack of controlled in vitro culture systems comprised of honey bee cells. Such systems are important to determine the impact of these stress factors on the developmental and cell biology of honey bees. We have developed a method incorporating established insect cell culture techniques that supports sustained growth of honey bee cells in vitro. We used honey bee eggs mid to late in their embryogenesis to establish primary cultures, as these eggs contain cells that are progressively dividing. Primary cultures were initiated in modified Leibovitz’s L15 medium and incubated at 32°C. Serial transfer of material from several primary cultures was maintained and has led to the isolation of young cell lines. A cell line (AmE-711) has been established that is composed mainly of fibroblast-type cells that form an adherent monolayer. Most cells in the line are diploid (2n = 32) and have the Apis mellifera karyotype as revealed by Giemsa stain. The partial sequence for the mitochondrial-encoded cytochrome c oxidase subunit I (Cox 1) gene in the cell line is identical to those from honey bee tissues and a consensus sequence for A. mellifera. The population doubling time is approximately 4 days. Importantly, the cell line is continuously subcultured every 10–14 days when split at a 1:3 ratio and is cryopreserved in liquid nitrogen. The cell culture system we have developed has potential application for studies aimed at honey bee development, genetics, pathogenesis, transgenesis, and toxicology.","ont reads sequencing",2013
"48","10.1371/journal.pgen.1007665","PLOS Genetics","1553-7404","Public Library of Science","Zhang, Jianbing","Department of Animal & Avian Sciences and Department of Cell Biology & Molecular Genetics, University of Maryland, Maryland, United States of America","Hrg1 promotes heme-iron recycling during hemolysis in the zebrafish kidney","Heme-iron recycling from senescent red blood cells (erythrophagocytosis) accounts for the majority of total body iron in humans. Studies in cultured cells have ascribed a role for HRG1/SLC48A1 in heme-iron transport but the in vivo function of this heme transporter is unclear. Here we present genetic evidence in a zebrafish model that Hrg1 is essential for macrophage-mediated heme-iron recycling during erythrophagocytosis in the kidney. Furthermore, we show that zebrafish Hrg1a and its paralog Hrg1b are functional heme transporters, and genetic ablation of both transporters in double knockout (DKO) animals shows lower iron accumulation concomitant with higher amounts of heme sequestered in kidney macrophages. RNA-seq analyses of DKO kidney revealed large-scale perturbation in genes related to heme, iron metabolism and immune functions. Taken together, our results establish the kidney as the major organ for erythrophagocytosis and identify Hrg1 as an important regulator of heme-iron recycling by macrophages in the adult zebrafish.","ont reads sequencing",2018
"49","10.1371/journal.pgen.1007665","PLOS Genetics","1553-7404","Public Library of Science","Zhang, Jianbing","Department of Animal & Avian Sciences and Department of Cell Biology & Molecular Genetics, University of Maryland, Maryland, United States of America","Hrg1 promotes heme-iron recycling during hemolysis in the zebrafish kidney","Author summaryTotal body iron stores in mammals is a composite of iron absorption from diet and iron recycled by macrophages from dying red blood cells (RBCs). Upon erythrophagocytosis of RBCs, the hemoglobin is degraded and heme is imported from the phagosomal compartment into the cytoplasm so that the iron can be released from heme. Defects in these pathways can lead to aberrant iron homeostasis. The Heme Responsive Gene-1 (HRG1, SLC48A1) was identified previously as a heme importer in the intestine of the roundworm, Caenorhabditis elegans. In cell culture studies, HRG1 was demonstrated to mobilize heme from the erythrophagosome of mouse macrophages into the cytosol. However, the in vivo function of HRG1 remains to be elucidated. The zebrafish is a powerful genetic animal model for studying vertebrate development and ontogeny of hematopoiesis. In zebrafish, the kidney marrow is the adult hematopoietic organ that is functionally analogous to the mammalian bone marrow. In this study, we show that Hrg1 plays an essential in vivo role in recycling of damaged RBCs, and that the kidney macrophages are primarily responsible for recycling heme-iron in the adult zebrafish.","ont reads sequencing",2018
"50","10.1371/journal.pone.0130497","PLOS ONE",NA,"Public Library of Science","Gholami, Mahmood","Animal Breeding and Genetics Group, Department of Animal Sciences, Georg-August-University Göttingen, Göttingen, Germany","Genome Scan for Selection in Structured Layer Chicken Populations Exploiting Linkage Disequilibrium Information","An increasing interest is being placed in the detection of genes, or genomic regions, that have been targeted by selection because identifying signatures of selection can lead to a better understanding of genotype-phenotype relationships. A common strategy for the detection of selection signatures is to compare samples from distinct populations and to search for genomic regions with outstanding genetic differentiation. The aim of this study was to detect selective signatures in layer chicken populations using a recently proposed approach, hapFLK, which exploits linkage disequilibrium information while accounting appropriately for the hierarchical structure of populations. We performed the analysis on 70 individuals from three commercial layer breeds (White Leghorn, White Rock and Rhode Island Red), genotyped for approximately 1 million SNPs. We found a total of 41 and 107 regions with outstanding differentiation or similarity using hapFLK and its single SNP counterpart FLK respectively. Annotation of selection signature regions revealed various genes and QTL corresponding to productions traits, for which layer breeds were selected. A number of the detected genes were associated with growth and carcass traits, including IGF-1R, AGRP and STAT5B. We also annotated an interesting gene associated with the dark brown feather color mutational phenotype in chickens (SOX10). We compared FST, FLK and hapFLK and demonstrated that exploiting linkage disequilibrium information and accounting for hierarchical population structure decreased the false detection rate.","ont reads sequencing",2015
"51","10.1371/journal.pone.0099854","PLoS ONE",NA,"Public Library of Science","Skinner, Craig","Western Regional Research Center, U.S. Department of Agriculture, Agricultural Research Service, Albany, California, United States of America","New High-Affinity Monoclonal Antibodies against Shiga Toxin 1 Facilitate the Detection of Hybrid Stx1/Stx2 In Vivo","BackgroundShiga toxin-producing E. coli (STEC) are a group of common and potentially deadly intestinal pathogens expressing Shiga toxin (Stx) as a primary virulence factor. Of the two types of Stx, Stx2 is responsible for more severe symptoms during infection, while Stx1 is almost identical to the Shiga toxin from Shigella dysenteriae, a ubiquitous pathogen in developing countries. Although antibodies against Stx1 have been reported, few have reached the affinity needed for assembling highly sensitive immunoassays. Sensitive and affordable immunoassays for Stx1 and Stx2 could help improve detection of STEC in livestock, food, the environment, and in clinical samples resulting in improved food safety and human health.Method and FindingsThree new monoclonal antibodies (mAbs) against the B subunit of Stx1 were generated using recombinant toxoid Stx1E167Q and hybridoma technology. These new mAbs recognize all subtypes of Stx1, but do not cross-react with any subtype of Stx2. In addition, they exhibited the ability to neutralize Stx1 toxicity in Vero cell assays. An optimized sandwich ELISA using of a pair of these mAbs had a limit of detection of 8.7 pg/mL, which is superior to any existing assay of this kind. Using one of these Stx1 mAbs in concert with Stx2 mAbs, the presence of hybrid Stx1/Stx2 toxin in the culture media of STEC strains that express both Stx1 and Stx2 was demonstrated.ConclusionsThese new mAbs provide a mix of availability, utility, versatility, and most importantly, increased sensitivity for detection of Stx1. There are numerous potential applications for these mAbs, including low-cost detection assays and therapeutic use. Analysis of hybrid Stx1/2 could provide new insights on the structure, activity, and cellular targets of Shiga toxins.","ont reads sequencing",2014
"52","10.1371/journal.pone.0062327","PLoS ONE",NA,"Public Library of Science","Wang, Yu-Liang","Department of Respiratory Medicine, Southwest Hospital, The Third Military Medical University, Chongqing, China","Akt1 Enhances CA916798 Expression through mTOR Pathway","Multi-drug resistance leads to the failure of chemotherapy for cancers. Our previous study showed that overexpression of CA916798 led to multi-drug resistance. However, the underlying mechanisms remain unknown. In the current study, we observed that the levels of phosphorylated AKT, phosphorylated mTOR and CA916798 all increased in the drug resistant human adenocarcinoma samples and paralleled with the change of drug resistance. The results of immunofluorescence and Co-IP indicated that the positive correlation of CA916798 expression with AKT1 activation might be associated with drug resistance of lung adenocarcinoma. Furthermore, AKT1 stimulated CA916798 expression through mTOR pathway in both A549 and A549/CDDP cell lines, which was also observed in the xenografted tumor in nude mice. The results showed that CA916798 located in the downstream of PI3K/AKT/mTOR pathway. Inhibition of PI3K by LY294002 could efficiently reduce CA916798 expression and tumor size in vivo as well. Additionally, LY294002 combined with rapamycin inhibited CA916798 expression and tumor size stronger than LY294002 alone. Our findings may also provide a new explanation for synergistic anti-tumor effects of PI3K and mTORC1 inhibitors.","ont reads sequencing",2013
"53","10.1371/journal.pone.0153642","PLOS ONE",NA,"Public Library of Science","Cuperlovic-Culf, Miroslava","National Research Council, Ottawa, Ontario, Canada","Metabolic Biomarker Panels of Response to Fusarium Head Blight Infection in Different Wheat Varieties","Metabolic changes in spikelets of wheat varieties FL62R1, Stettler, Muchmore and Sumai3 following Fusarium graminearum infection were explored using NMR analysis. Extensive 1D and 2D 1H NMR measurements provided information for detailed metabolite assignment and quantification leading to possible metabolic markers discriminating resistance level in wheat subtypes. In addition, metabolic changes that are observed in all studied varieties as well as wheat variety specific changes have been determined and discussed. A new method for metabolite quantification from NMR data that automatically aligns spectra of standards and samples prior to quantification using multivariate linear regression optimization of spectra of assigned metabolites to samples’ 1D spectra is described and utilized. Fusarium infection-induced metabolic changes in different wheat varieties are discussed in the context of metabolic network and resistance.","ont reads sequencing",2016
"54","10.1371/journal.pone.0216233","PLOS ONE",NA,"Public Library of Science","Pucker, Boas","Bielefeld University, Faculty of Biology & Center for Biotechnology, Bielefeld, Germany","A chromosome-level sequence assembly reveals the structure of the Arabidopsis thaliana Nd-1 genome and its gene set","In addition to the BAC-based reference sequence of the accession Columbia-0 from the year 2000, several short read assemblies of THE plant model organism Arabidopsis thaliana were published during the last years. Also, a SMRT-based assembly of Landsberg erecta has been generated that identified translocation and inversion polymorphisms between two genotypes of the species. Here we provide a chromosome-arm level assembly of the A. thaliana accession Niederzenz-1 (AthNd-1_v2c) based on SMRT sequencing data. The best assembly comprises 69 nucleome sequences and displays a contig length of up to 16 Mbp. Compared to an earlier Illumina short read-based NGS assembly (AthNd-1_v1), a 75 fold increase in contiguity was observed for AthNd-1_v2c. To assign contig locations independent from the Col-0 gold standard reference sequence, we used genetic anchoring to generate a de novo assembly. In addition, we assembled the chondrome and plastome sequences. Detailed analyses of AthNd-1_v2c allowed reliable identification of large genomic rearrangements between A. thaliana accessions contributing to differences in the gene sets that distinguish the genotypes. One of the differences detected identified a gene that is lacking from the Col-0 gold standard sequence. This de novo assembly extends the known proportion of the A. thaliana pan-genome.","ont reads sequencing",2019
"55","10.1371/journal.pone.0170057","PLOS ONE",NA,"Public Library of Science","Mossbridge, Julia A.","Department of Psychology Northwestern University Evanston Illinois, United States of America","Losses and External Outcomes Interact to Produce the Gambler’s Fallacy","When making serial predictions in a binary decision task, there is a clear tendency to assume that after a series of the same external outcome (e.g., heads in a coin flip), the next outcome will be the opposing one (e.g., tails), even when the outcomes are independent of one another. This so-called “gambler’s fallacy” has been replicated robustly. However, what drives gambler’s fallacy behavior is unclear. Here we demonstrate that a run of the same external outcome by itself does not lead to gambler’s fallacy behavior. However, when a run of external outcomes is accompanied by a concurrent run of failed guesses, gambler’s fallacy behavior is predominant. These results do not depend on how participants’ attention is directed. Thus, it appears that gambler’s fallacy behavior is driven by a combination of an external series of events and a concurrent series of failure experiences.","ont reads sequencing",2016
"56","10.1371/journal.pone.0040720",NA,NA,"Public Library of Science","Sun, Jianguo","Zhejiang University, Research Centre of Siyuan Natural Pharmacy and Biotoxicology, College of Life Sciences, Zijinggang Campus, Hangzhou, People's Republic of China","Clitocine Reversal of P-Glycoprotein Associated Multi-Drug Resistance through Down-Regulation of Transcription Factor NF-κB in R-HepG2 Cell Line","Multidrug resistance(MDR)is one of the major reasons for failure in cancer chemotherapy and its suppression may increase the efficacy of therapy. The human multidrug resistance 1 (MDR1) gene encodes the plasma membrane P-glycoprotein (P-gp) that pumps various anti-cancer agents out of the cancer cell. R-HepG2 and MES-SA/Dx5 cells are doxorubicin induced P-gp over-expressed MDR sublines of human hepatocellular carcinoma HepG2 cells and human uterine carcinoma MES-SA cells respectively. Herein, we observed that clitocine, a natural compound extracted from Leucopaxillus giganteus, presented similar cytotoxicity in multidrug resistant cell lines compared with their parental cell lines and significantly suppressed the expression of P-gp in R-HepG2 and MES-SA/Dx5 cells. Further study showed that the clitocine increased the sensitivity and intracellular accumulation of doxorubicin in R-HepG2 cells accompanying down-regulated MDR1 mRNA level and promoter activity, indicating the reversal effect of MDR by clitocine. A 5′-serial truncation analysis of the MDR1 promoter defined a region from position −450 to −193 to be critical for clitocine suppression of MDR1. Mutation of a consensus NF-κB binding site in the defined region and overexpression of NF-κB p65 could offset the suppression effect of clitocine on MDR1 promoter. By immunohistochemistry, clitocine was confirmed to suppress the protein levels of both P-gp and NF-κB p65 in R-HepG2 cells and tumors. Clitocine also inhibited the expression of NF-κB p65 in MES-SA/Dx5. More importantly, clitocine could suppress the NF-κB activation even in presence of doxorubicin. Taken together; our results suggested that clitocine could reverse P-gp associated MDR via down-regulation of NF-κB.","ont reads sequencing",2012
"57","10.1371/journal.pone.0185995","PLOS ONE",NA,"Public Library of Science","Thon, Anika","Institute of Diagnostic and Interventional Radiology, Department of Experimental Radiology, Jena University Hospital, Friedrich-Schiller University, Jena, Germany","Computer aided detection in prostate cancer diagnostics: A promising alternative to biopsy? A retrospective study from 104 lesions with histological ground truth","BackgroundProstate cancer (PCa) diagnosis by means of multiparametric magnetic resonance imaging (mpMRI) is a current challenge for the development of computer-aided detection (CAD) tools. An innovative CAD-software (Watson Elementary™) was proposed to achieve high sensitivity and specificity, as well as to allege a correlate to Gleason grade.Aim/ObjectiveTo assess the performance of Watson Elementary™ in automated PCa diagnosis in our hospital´s database of MRI-guided prostate biopsies.MethodsThe evaluation was retrospective for 104 lesions (47 PCa, 57 benign) from 79, 64.61±6.64 year old patients using 3T T2-weighted imaging, Apparent Diffusion Coefficient (ADC) maps and dynamic contrast enhancement series. Watson Elementary™ utilizes signal intensity, diffusion properties and kinetic profile to compute a proportional Gleason grade predictor, termed Malignancy Attention Index (MAI). The analysis focused on (i) the CAD sensitivity and specificity to classify suspect lesions and (ii) the MAI correlation with the histopathological ground truth.ResultsThe software revealed a sensitivity of 46.80% for PCa classification. The specificity for PCa was found to be 75.43% with a positive predictive value of 61.11%, a negative predictive value of 63.23% and a false discovery rate of 38.89%. CAD classified PCa and benign lesions with equal probability (P 0.06, χ2 test).Accordingly, receiver operating characteristic analysis suggests a poor predictive value for MAI with an area under curve of 0.65 (P 0.02), which is not superior to the performance of board certified observers. Moreover, MAI revealed no significant correlation with Gleason grade (P 0.60, Pearson´s correlation).ConclusionThe tested CAD software for mpMRI analysis was a weak PCa biomarker in this dataset. Targeted prostate biopsy and histology remains the gold standard for prostate cancer diagnosis.","ont reads sequencing",2017
"58","10.1371/journal.pone.0125286","PLOS ONE",NA,"Public Library of Science","Manning, Joshua","McGovern Institute for Brain Research, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America","Altered Resting-State Functional Connectivity of the Frontal-Striatal Reward System in Social Anxiety Disorder","We investigated differences in the intrinsic functional brain organization (functional connectivity) of the human reward system between healthy control participants and patients with social anxiety disorder. Functional connectivity was measured in the resting-state via functional magnetic resonance imaging (fMRI). 53 patients with social anxiety disorder and 33 healthy control participants underwent a 6-minute resting-state fMRI scan. Functional connectivity of the reward system was analyzed by calculating whole-brain temporal correlations with a bilateral nucleus accumbens seed and a ventromedial prefrontal cortex seed. Patients with social anxiety disorder, relative to the control group, had (1) decreased functional connectivity between the nucleus accumbens seed and other regions associated with reward, including ventromedial prefrontal cortex; (2) decreased functional connectivity between the ventromedial prefrontal cortex seed and lateral prefrontal regions, including the anterior and dorsolateral prefrontal cortices; and (3) increased functional connectivity between both the nucleus accumbens seed and the ventromedial prefrontal cortex seed with more posterior brain regions, including anterior cingulate cortex. Social anxiety disorder appears to be associated with widespread differences in the functional connectivity of the reward system, including markedly decreased functional connectivity between reward regions and between reward regions and lateral prefrontal cortices, and markedly increased functional connectivity between reward regions and posterior brain regions.","ont reads sequencing",2015
"59","10.1371/journal.pone.0012958","PLoS ONE",NA,"Public Library of Science","Hill, Jessica A.","Department of Cellular and Physiological Sciences, University of British Columbia, Vancouver, British Columbia, Canada","A Multi-Parameter, High-Content, High-Throughput Screening Platform to Identify Natural Compounds that Modulate Insulin and Pdx1 Expression","Diabetes is a devastating disease that is ultimately caused by the malfunction or loss of insulin-producing pancreatic beta-cells. Drugs capable of inducing the development of new beta-cells or improving the function or survival of existing beta-cells could conceivably cure this disease. We report a novel high-throughput screening platform that exploits multi-parameter high-content analysis to determine the effect of compounds on beta-cell survival, as well as the promoter activity of two key beta-cell genes, insulin and pdx1. Dispersed human pancreatic islets and MIN6 beta-cells were infected with a dual reporter lentivirus containing both eGFP driven by the insulin promoter and mRFP driven by the pdx1 promoter. B-score statistical transformation was used to correct systemic row and column biases. Using this approach and 5 replicate screens, we identified 7 extracts that reproducibly changed insulin and/or pdx1 promoter activity from a library of 1319 marine invertebrate extracts. The ability of compounds purified from these extracts to significantly modulate insulin mRNA levels was confirmed with real-time PCR. Insulin secretion was analyzed by RIA. Follow-up studies focused on two lead compounds, one that stimulates insulin gene expression and one that inhibits insulin gene expression. Thus, we demonstrate that multi-parameter, high-content screening can identify novel regulators of beta-cell gene expression, such as bivittoside D. This work represents an important step towards the development of drugs to increase insulin expression in diabetes and during in vitro differentiation of beta-cell replacements.","ont reads sequencing",2010
"60","10.1371/journal.pone.0071008","PLoS ONE",NA,"Public Library of Science","Miron, Richard J.","Faculté de medecine dentaire, Pavillon de médecine dentaire, rue de la Terrasse, Université Laval, Québec, Canada","Influence of Enamel Matrix Derivative on Cells at Different Maturation Stages of Differentiation","Enamel matrix derivative (EMD), a porcine extract harvested from developing porcine teeth, has been shown to promote formation of new cementum, periodontal ligament and alveolar bone. Despite its widespread use, an incredibly large variability among in vitro studies has been observed. The aim of the present study was to determine the influence of EMD on cells at different maturation stages of osteoblast differentiation by testing 6 cell types to determine if cell phenotype plays a role in cell behaviour following treatment with EMD. Six cell types including MC3T3-E1 pre-osteoblasts, rat calvarial osteoblasts, human periodontal ligament (PDL) cells, ROS cells, MG63 cells and human alveolar osteoblasts were cultured in the presence or absence of EMD and proliferation rates were quantified by an MTS assay. Gene expression of collagen1(COL1), alkaline phosphate(ALP) and osteocalcin(OC) were investigated by real-time PCR. While EMD significantly increased cell proliferation of all cell types, its effect on osteoblast differentiation was more variable. EMD significantly up-regulated gene expression of COL1, ALP and OC in cells early in their differentiation process when compared to osteoblasts at later stages of maturation. Furthermore, the effect of cell passaging of primary human PDL cells (passage 2 to 15) was tested in response to treatment with EMD. EMD significantly increased cell proliferation and differentiation of cells at passages 2–5 however had completely lost their ability to respond to EMD by passages 10+. The results from the present study suggest that cell stimulation with EMD has a more pronounced effect on cells earlier in their differentiation process and may partially explain why treatment with EMD primarily favors regeneration of periodontal defects (where the periodontal ligament contains a higher number of undifferentiated progenitor cells) over regeneration of pure alveolar bone defects containing no periodontal ligament and a more limited number of osteoprogenitor cells.","ont reads sequencing",2013
