"","doi","journal","publisher","author1","affiliation","title","abstract","topic","Year"
"81","10.1371/journal.pone.0188181","PLOS ONE","Public Library of Science","Zhao, Luyang","Direct Genomics Co., Ltd., Shenzhen, Guangdong, China","Single molecule sequencing of the M13 virus genome without amplification","Next generation sequencing (NGS) has revolutionized life sciences research. However, GC bias and costly, time-intensive library preparation make NGS an ill fit for increasing sequencing demands in the clinic. A new class of third-generation sequencing platforms has arrived to meet this need, capable of directly measuring DNA and RNA sequences at the single-molecule level without amplification. Here, we use the new GenoCare single-molecule sequencing platform from Direct Genomics to sequence the genome of the M13 virus. Our platform detects single-molecule fluorescence by total internal reflection microscopy, with sequencing-by-synthesis chemistry. We sequenced the genome of M13 to a depth of 316x, with 100% coverage. We determined a consensus sequence accuracy of 100%. In contrast to GC bias inherent to NGS results, we demonstrated that our single-molecule sequencing method yields minimal GC bias.","oxford nanopore sequencing",2017
"82","10.1371/journal.pbio.1002195","PLOS Biology","Public Library of Science","Stephens, Zachary D.","Coordinated Science Laboratory and Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, Illinois, United States of America","Big Data: Astronomical or Genomical?","Genomics is a Big Data science and is going to get much bigger, very soon, but it is not known whether the needs of genomics will exceed other Big Data domains. Projecting to the year 2025, we compared genomics with three other major generators of Big Data: astronomy, YouTube, and Twitter. Our estimates show that genomics is a “four-headed beast”—it is either on par with or the most demanding of the domains analyzed here in terms of data acquisition, storage, distribution, and analysis. We discuss aspects of new technologies that will need to be developed to rise up and meet the computational challenges that genomics poses for the near future. Now is the time for concerted, community-wide planning for the “genomical” challenges of the next decade.","oxford nanopore sequencing",NA
"83","10.1371/journal.pbio.1002195","PLOS Biology","Public Library of Science","Stephens, Zachary D.","Coordinated Science Laboratory and Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, Illinois, United States of America","Big Data: Astronomical or Genomical?","This perspective considers the growth of genomics over the next ten years and assesses the computational needs that we will face relative to other ""Big Data"" activities such as astronomy, YouTube, and Twitter.","oxford nanopore sequencing",NA
"84","10.1371/journal.pcbi.1007069","PLOS Computational Biology","Public Library of Science","Zhang, Le","College of Computer Science, Sichuan University, Chengdu, China","Comprehensively benchmarking applications for detecting copy number variation","Motivation: Recently, copy number variation (CNV) has gained considerable interest as a type of genomic variation that plays an important role in complex phenotypes and disease susceptibility. Since a number of CNV detection methods have recently been developed, it is necessary to help investigators choose suitable methods for CNV detection depending on their objectives. For this reason, this study compared ten commonly used CNV detection applications, including CNVnator, ReadDepth, RDXplorer, LUMPY and Control-FREEC, benchmarking the applications by sensitivity, specificity and computational demands. Taking the DGV gold standard variants as a standard dataset, we evaluated the ten applications with real sequencing data at sequencing depths from 5X to 50X. Among the ten methods benchmarked, LUMPY performs the best for both high sensitivity and specificity at each sequencing depth. For the purpose of high specificity, Canvas is also a good choice. If high sensitivity is preferred, CNVnator and RDXplorer are better choices. Additionally, CNVnator and GROM-RD perform well for low-depth sequencing data. Our results provide a comprehensive performance evaluation for these selected CNV detection methods and facilitate future development and improvement in CNV prediction methods.","oxford nanopore sequencing",2019
"85","10.1371/journal.pcbi.1007069","PLOS Computational Biology","Public Library of Science","Zhang, Le","College of Computer Science, Sichuan University, Chengdu, China","Comprehensively benchmarking applications for detecting copy number variation","Author summaryAs an important type of genomic structural variation, CNVs are associated with complex phenotypes because they change the number of copies of genes in cells, affecting coding sequences and playing an important role in the susceptibility or resistance to human diseases. To identify CNVs, several experimental methods have been developed, but their resolution is very low, and the detection of short CNVs presents a bottleneck. In recent years, the advancement of high-throughput sequencing techniques has made it possible to precisely detect CNVs, especially short ones. Many CNV detection applications were developed based on the availability of high-throughput sequencing data. Due to different CNV detection algorithms, the CNVs identified by different applications vary greatly. Therefore, it is necessary to help investigators choose suitable applications for CNV detection depending upon their objectives. For this reason, we not only compared ten commonly used CNV detection applications but also benchmarked the applications by sensitivity, specificity and computational demands. Our results show that the sequencing depth can strongly affect CNV detection. Among the ten applications benchmarked, LUMPY performs best for both high sensitivity and specificity for each sequencing depth. We also give recommended applications for specific purposes, for example, CNVnator and RDXplorer for high sensitivity and CNVnator and GROM-RD for low-depth sequencing data.","oxford nanopore sequencing",2019
"86","10.1371/journal.pone.0209706","PLOS ONE","Public Library of Science","Ma, Ke","Center of Infectious Diseases, West China Hospital, Sichuan University, Chengdu, China","Fitness cost of a mcr-1-carrying IncHI2 plasmid","IncHI2 is a common type of large mcr-1-carrying plasmids that have been found worldwide. Large plasmids could impose metabolic burden for host bacterial strains, we therefore examine the stability and fitness cost of a mcr-1-carrying 265.5-kb IncHI2 plasmid, pMCR1_1943, in Escherichia coli in nutrient-rich LB and nutrient-restricted M9 broth. Stability tests revealed that pMCR1_1943 was stably maintained with a stability frequency of 0.99±0.01 (mean ± standard deviation) after 880 generations in LB and 0.97±0.00 after 220 generations in M9 broth. Relative fitness (expressed as w, defined as relative fitness of the plasmid-carrying strain compared to the plasmid-free progenitor strain) was examined using the 24-h head to head competitions. pMCR1_1943 initially imposed costs (w, 0.88±0.03 in LB, 0.87±0.01 in M9) but such costs were largely reduced after 14-day cultures (w, 0.97±0.03 in LB, 0.95±0.03 in M9). The stable maintenance and the largely compensated cost after passage may contribute to the wide spread of mcr-1-carrying IncHI2 plasmids. To investigate potential mechanisms for the reduced fitness cost, we performed whole genome sequencing and single nucleotide polymorphism calling for the competitor strains. We identified that molecular chaperone-encoding dnaK, cell division protein-encoding cpoB and repeat protein-encoding rhsC were associated with the cost reduction for pMCR1_1943, which may represent new mechanisms for host bacterial strains to compensate fitness costs imposed by large plasmids and warrant further studies.","oxford nanopore sequencing",2018
"87","10.1371/journal.pgen.1006105","PLOS Genetics","Public Library of Science","Birney, Ewan","European Bioinformatics Institute (EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom","Epigenome-wide Association Studies and the Interpretation of Disease -Omics","Epigenome-wide association studies represent one means of applying genome-wide assays to identify molecular events that could be associated with human phenotypes. The epigenome is especially intriguing as a target for study, as epigenetic regulatory processes are, by definition, heritable from parent to daughter cells and are found to have transcriptional regulatory properties. As such, the epigenome is an attractive candidate for mediating long-term responses to cellular stimuli, such as environmental effects modifying disease risk. Such epigenomic studies represent a broader category of disease -omics, which suffer from multiple problems in design and execution that severely limit their interpretability. Here we define many of the problems with current epigenomic studies and propose solutions that can be applied to allow this and other disease -omics studies to achieve their potential for generating valuable insights.","oxford nanopore sequencing",NA
"88","10.1371/journal.pone.0163059","PLOS ONE","Public Library of Science","Coombe, Lauren","Canada’s Michael Smith Genome Sciences Centre, British Columbia Cancer Agency, Vancouver, BC, Canada","Assembly of the Complete Sitka Spruce Chloroplast Genome Using 10X Genomics’ GemCode Sequencing Data","The linked read sequencing library preparation platform by 10X Genomics produces barcoded sequencing libraries, which are subsequently sequenced using the Illumina short read sequencing technology. In this new approach, long fragments of DNA are partitioned into separate micro-reactions, where the same index sequence is incorporated into each of the sequencing fragment inserts derived from a given long fragment. In this study, we exploited this property by using reads from index sequences associated with a large number of reads, to assemble the chloroplast genome of the Sitka spruce tree (Picea sitchensis). Here we report on the first Sitka spruce chloroplast genome assembled exclusively from P. sitchensis genomic libraries prepared using the 10X Genomics protocol. We show that the resulting 124,049 base pair long genome shares high sequence similarity with the related white spruce and Norway spruce chloroplast genomes, but diverges substantially from a previously published P. sitchensis- P. thunbergii chimeric genome. The use of reads from high-frequency indices enabled separation of the nuclear genome reads from that of the chloroplast, which resulted in the simplification of the de Bruijn graphs used at the various stages of assembly.","oxford nanopore sequencing",2016
"89","10.1371/journal.pone.0171333","PLOS ONE","Public Library of Science","Kugelman, Jeffrey R.","Center for Genome Sciences, United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Fort Detrick, Frederick, Maryland, United States of America","Error baseline rates of five sample preparation methods used to characterize RNA virus populations","Individual RNA viruses typically occur as populations of genomes that differ slightly from each other due to mutations introduced by the error-prone viral polymerase. Understanding the variability of RNA virus genome populations is critical for understanding virus evolution because individual mutant genomes may gain evolutionary selective advantages and give rise to dominant subpopulations, possibly even leading to the emergence of viruses resistant to medical countermeasures. Reverse transcription of virus genome populations followed by next-generation sequencing is the only available method to characterize variation for RNA viruses. However, both steps may lead to the introduction of artificial mutations, thereby skewing the data. To better understand how such errors are introduced during sample preparation, we determined and compared error baseline rates of five different sample preparation methods by analyzing in vitro transcribed Ebola virus RNA from an artificial plasmid-based system. These methods included: shotgun sequencing from plasmid DNA or in vitro transcribed RNA as a basic “no amplification” method, amplicon sequencing from the plasmid DNA or in vitro transcribed RNA as a “targeted” amplification method, sequence-independent single-primer amplification (SISPA) as a “random” amplification method, rolling circle reverse transcription sequencing (CirSeq) as an advanced “no amplification” method, and Illumina TruSeq RNA Access as a “targeted” enrichment method. The measured error frequencies indicate that RNA Access offers the best tradeoff between sensitivity and sample preparation error (1.4-5) of all compared methods.","oxford nanopore sequencing",2017
"90","10.1371/journal.pone.0215642","PLOS ONE","Public Library of Science","González-González, Everardo","Centro de Biotecnología-FEMSA, Tecnologico de Monterrey, CP, Monterrey, Nuevo León, México","Validation of use of the miniPCR thermocycler for Ebola and Zika virus detection","The development of point-of-care (POC) diagnostic systems has received well-deserved attention in recent years in the scientific literature, and many experimental systems show great promise in real settings. However, in the case of an epidemic emergency (or a natural disaster), the first line of response should be based on commercially available and validated resources. Here, we compare the performance and ease of use of the miniPCR, a recently commercially available compact and portable PCR device, and a conventional thermocycler for the diagnostics of viral nucleic acids. We used both thermocyclers to detect and amplify Ebola and Zika DNA sequences of different lengths (in the range of 91 to 300 nucleotides) at different concentrations (in the range of ~50 to 4.0 x 108 DNA copies). Our results suggest that the performance of both thermocyclers is quite similar. Moreover, the portability, ease of use, and reproducibility of the miniPCR makes it a reliable alternative for point-of-care nucleic acid detection and amplification.","oxford nanopore sequencing",2019
"91","10.1371/journal.pone.0210874","PLOS ONE","Public Library of Science","Krzyzanowska, Dorota M.","Laboratory of Biological Plant Protection, Intercollegiate Faculty of Biotechnology of University of Gdansk and Medical University of Gdansk, University of Gdansk, Gdansk, Poland","Ochrobactrum quorumnocens sp. nov., a quorum quenching bacterium from the potato rhizosphere, and comparative genome analysis with related type strains","Ochrobactrum spp. are ubiquitous bacteria attracting growing attention as important members of microbiomes of plants and nematodes and as a source of enzymes for biotechnology. Strain Ochrobactrum sp. A44T was isolated from the rhizosphere of a field-grown potato in Gelderland, the Netherlands. The strain can interfere with quorum sensing (QS) of Gram-negative bacteria through inactivation of N-acyl homoserine lactones (AHLs) and protect plant tissue against soft rot pathogens, the virulence of which is governed by QS. Phylogenetic analysis based on 16S rRNA gene alone and concatenation of 16S rRNA gene and MLSA genes (groEL and gyrB) revealed that the closest relatives of A44T are O. grignonense OgA9aT, O. thiophenivorans DSM 7216T, O. pseudogrignonense CCUG 30717T, O. pituitosum CCUG 50899T, and O. rhizosphaerae PR17T. Genomes of all six type strains were sequenced, significantly expanding the possibility of genome-based analyses in Ochrobactrum spp. Average nucleotide identity (ANIb) and genome-to-genome distance (GGDC) values for A44T and the related strains were below the single species thresholds (95% and 70%, respectively), with the highest scores obtained for O. pituitosum CCUG 50899T (87.31%; 35.6%), O. rhizosphaerae PR17T (86.80%; 34.3%), and O. grignonense OgA9aT (86.30%; 33.6%). Distinction of A44T from the related type strains was supported by chemotaxonomic and biochemical analyses. Comparative genomics revealed that the core genome for the newly sequenced strains comprises 2731 genes, constituting 50–66% of each individual genome. Through phenotype-to-genotype study, we found that the non-motile strain O. thiophenivorans DSM 7216T lacks a cluster of genes related to flagella formation. Moreover, we explored the genetic background of distinct urease activity among the strains. Here, we propose to establish a novel species Ochrobactrum quorumnocens, with A44T as the type strain (= LMG 30544T = PCM 2957T).","oxford nanopore sequencing",2019
"92","10.1371/journal.pntd.0006761","PLOS Neglected Tropical Diseases","Public Library of Science","Kading, Rebekah C.","Colorado State University, Department of Microbiology Immunology and Pathology, Fort Collins, Colorado, United States of America","Advanced surveillance and preparedness to meet a new era of invasive vectors and emerging vector-borne diseases",NA,"oxford nanopore sequencing",NA
"93","10.1371/journal.pgen.1003456","PLoS Genetics","Public Library of Science","Chaudhuri, Roy R.","Department of Veterinary Medicine, University of Cambridge, Cambridge, United Kingdom","Comprehensive Assignment of Roles for Salmonella Typhimurium Genes in Intestinal Colonization of Food-Producing Animals","Chickens, pigs, and cattle are key reservoirs of Salmonella enterica, a foodborne pathogen of worldwide importance. Though a decade has elapsed since publication of the first Salmonella genome, thousands of genes remain of hypothetical or unknown function, and the basis of colonization of reservoir hosts is ill-defined. Moreover, previous surveys of the role of Salmonella genes in vivo have focused on systemic virulence in murine typhoid models, and the genetic basis of intestinal persistence and thus zoonotic transmission have received little study. We therefore screened pools of random insertion mutants of S. enterica serovar Typhimurium in chickens, pigs, and cattle by transposon-directed insertion-site sequencing (TraDIS). The identity and relative fitness in each host of 7,702 mutants was simultaneously assigned by massively parallel sequencing of transposon-flanking regions. Phenotypes were assigned to 2,715 different genes, providing a phenotype–genotype map of unprecedented resolution. The data are self-consistent in that multiple independent mutations in a given gene or pathway were observed to exert a similar fitness cost. Phenotypes were further validated by screening defined null mutants in chickens. Our data indicate that a core set of genes is required for infection of all three host species, and smaller sets of genes may mediate persistence in specific hosts. By assigning roles to thousands of Salmonella genes in key reservoir hosts, our data facilitate systems approaches to understand pathogenesis and the rational design of novel cross-protective vaccines and inhibitors. Moreover, by simultaneously assigning the genotype and phenotype of over 90% of mutants screened in complex pools, our data establish TraDIS as a powerful tool to apply rich functional annotation to microbial genomes with minimal animal use.","oxford nanopore sequencing",2013
"94","10.1371/journal.pgen.1003456","PLoS Genetics","Public Library of Science","Chaudhuri, Roy R.","Department of Veterinary Medicine, University of Cambridge, Cambridge, United Kingdom","Comprehensive Assignment of Roles for Salmonella Typhimurium Genes in Intestinal Colonization of Food-Producing Animals","Author SummarySalmonella Typhimurium is a major cause of human diarrhoeal infections, usually acquired from chickens, pigs, cattle, or their products. To understand the basis of persistence and pathogenesis in these reservoir hosts, and to inform the design of novel vaccines and treatments, we generated a library of 7,702 S. Typhimurium mutants, each bearing an insertion at a random position in the genome. Using DNA sequencing, we identified the disrupted gene in each mutant and determined its relative abundance in a laboratory culture and after experimental infection of mice, chickens, pigs, and cattle. The method allowed large numbers of mutants to be investigated simultaneously, drastically reducing the number of animals required to perform a comprehensive screen. We identified mutants that grow in culture but do not survive in one or more of the animals. The genes disrupted in these mutants are inferred to be important for the infection process. Most of these genes were required in all three food-producing animals, but smaller subsets of genes may mediate persistence in a specific host species. The data provide the most comprehensive map of virulence-associated genes for any bacterial pathogen in natural hosts and are highly relevant for the design of control strategies.","oxford nanopore sequencing",2013
"95","10.1371/journal.pcbi.1006082","PLOS Computational Biology","Public Library of Science","Viso, Juan Francisco","Departamento de Física (DF), Universidad Nacional del Sur (UNS), Bahía Blanca, Argentina","Multiscale modelization in a small virus: Mechanism of proton channeling and its role in triggering capsid disassembly","In this work, we assess a previously advanced hypothesis that predicts the existence of ion channels in the capsid of small and non-enveloped icosahedral viruses. With this purpose we examine Triatoma Virus (TrV) as a case study. This virus has a stable capsid under highly acidic conditions but disassembles and releases the genome in alkaline environments. Our calculations range from a subtle sub-atomic proton interchange to the dismantling of a large-scale system representing several million of atoms. Our results provide structure-based explanations for the three roles played by the capsid to enable genome release. First, we observe, for the first time, the formation of a hydrophobic gate in the cavity along the five-fold axis of the wild-type virus capsid, which can be disrupted by an ion located in the pore. Second, the channel enables protons to permeate the capsid through a unidirectional Grotthuss-like mechanism, which is the most likely process through which the capsid senses pH. Finally, assuming that the proton leak promotes a charge imbalance in the interior of the capsid, we model an internal pressure that forces shell cracking using coarse-grained simulations. Although qualitatively, this last step could represent the mechanism of capsid opening that allows RNA release. All of our calculations are in agreement with current experimental data obtained using TrV and describe a cascade of events that could explain the destabilization and disassembly of similar icosahedral viruses.","oxford nanopore sequencing",2018
"96","10.1371/journal.pcbi.1006082","PLOS Computational Biology","Public Library of Science","Viso, Juan Francisco","Departamento de Física (DF), Universidad Nacional del Sur (UNS), Bahía Blanca, Argentina","Multiscale modelization in a small virus: Mechanism of proton channeling and its role in triggering capsid disassembly","Author summaryPlant and animal small non-enveloped viruses are composed of a capsid shell that encloses the genome. One of the multiple functions played by the capsid is to protect the genome against host defenses and to withstand environmental aggressions, such as dehydration. This highly specialized capsule selectively recognizes and binds to the target tissue infected by the virus. In the viral cycle, the ultimate function of the capsid is to release the genome. Observations of many viruses demonstrate that the pH of the medium can trigger genome release. Nevertheless, the mechanism underlying this process at the atomic level is poorly understood. In this work, we computationally modeled the mechanism by which the capsid senses environmental pH and the destabilization process that permits genome release. Our calculations predict that a cavity that traverses the capsid functions as a hydrophobic gate, a feature already observed in membrane ion channels. Moreover, our results predict that this cavity behaves as a proton diode because the proton transit can only occur from the capsid interior to the exterior. In turn, our calculations describe a cascade of events that could explain the destabilization and dismantling of an insect virus, but this description could also apply to many vertebrate viruses.","oxford nanopore sequencing",2018
"97","10.1371/journal.pone.0155770","PLOS ONE","Public Library of Science","Lesho, Emil","Multidrug-resistant organism Repository and Surveillance Network (MRSN)-Antimicrobial Resistance Monitoring and Research (ARMoR) Program, Walter Reed Army Institute of Research, Silver Spring, MD, United States of America","The Challenges of Implementing Next Generation Sequencing Across a Large Healthcare System, and the Molecular Epidemiology and Antibiotic Susceptibilities of Carbapenemase-Producing Bacteria in the Healthcare System of the U.S. Department of Defense","ObjectiveWe sought to: 1) provide an overview of the genomic epidemiology of an extensive collection of carbapenemase-producing bacteria (CPB) collected in the U.S. Department of Defense health system; 2) increase awareness of the public availability of the sequences, isolates, and customized antimicrobial resistance database of that system; and 3) illustrate challenges and offer mitigations for implementing next generation sequencing (NGS) across large health systems.DesignProspective surveillance and system-wide implementation of NGS.Setting288-hospital healthcare network.MethodsAll phenotypically carbapenem resistant bacteria underwent CarbaNP® testing and PCR, followed by NGS. Commercial (Newbler and Geneious), on-line (ResFinder), and open-source software (Btrim, FLASh, Bowtie2, an Samtools) were used for assembly, SNP detection and clustering. Laboratory capacity, throughput, and response time were assessed.ResultsFrom 2009 through 2015, 27,000 multidrug-resistant Gram-negative isolates were submitted. 225 contained carbapenemase-encoding genes (most commonly blaKPC, blaNDM, and blaOXA23). These were found in 15 species from 146 inpatients in 19 facilities. Genetically related CPB were found in more than one hospital. Other clusters or outbreaks were not clonal and involved genetically related plasmids, while some involved several unrelated plasmids. Relatedness depended on the clustering algorithm used. Transmission patterns of plasmids and other mobile genetic elements could not be determined without ultra-long read, single-molecule real-time sequencing. 80% of carbapenem-resistant phenotypes retained susceptibility to aminoglycosides, and 70% retained susceptibility to fluoroquinolones. However, among the CPB-confirmed genotypes, fewer than 25% retained susceptibility to aminoglycosides or fluoroquinolones.ConclusionAlthough NGS is increasingly acclaimed to revolutionize clinical practice, resource-constrained environments, large or geographically dispersed healthcare networks, and military or government-funded public health laboratories are likely to encounter constraints and challenges as they implement NGS across their health systems. These include lack of standardized definitions and quality control metrics, limitations of short-read sequencing, insufficient bandwidth, and the current limited availability of very expensive and scarcely available sequencing platforms. Possible solutions and mitigations are also proposed.","oxford nanopore sequencing",2016
"98","10.1371/journal.pone.0222808","PLOS ONE","Public Library of Science","Hausken, Krist","Department of Animal Sciences, Robert H. Smith Faculty of Agriculture, Food, and Environment, The Hebrew University of Jerusalem, Rehovot, Israel","Synteny and phylogenetic analysis of paralogous thyrostimulin beta subunits (GpB5) in vertebrates","At some point early in the vertebrate lineage, two whole genome duplication events (1R, 2R) took place that allowed for the diversification and sub-/neo-functionalization of the glycoprotein hormones (GpHs). All jawed vertebrates possess the GpHs luteinizing hormone (LH), follicle stimulating hormone (FSH), and thyroid stimulating hormone (TSH), each of which are heterodimers with a common alpha subunit and unique beta subunits. In 2002, a novel glycoprotein hormone named thyrostimulin was described to have unique GpA2 and GpB5 subunits that were homologous to the vertebrate alpha and beta subunits. The presence of GpA2 and GpB5 in representative protostomes and deuterostomes indicates their ancestry in the GpH family. There are several reports of GpH subunit evolution, but none have included GpA2 and GpB5 for species in each major vertebrate class. Thus, we addressed the ancestry of two paralogous GpB5 subunits (GpB5a and GpB5b) that were previously only recognized in two teleost species. Our search for orthologous GpB5a and GpB5b sequences in representative vertebrates and phylogenetic analysis, in addition to the currently published evolutionary scenarios of the GpH family, supports that GpB5a and GpB5b are paralogs that arose from the first vertebrate whole genome duplication event (1R). Syntenic analysis supports lineage specific losses of GpB5a in chondrichthyes, basal actinopterygians, and tetrapods, and retention in coelacanth and teleosts. Additionally, we were unable to identify GpA2 transcripts from tilapia mRNA, suggesting that this species does not produce heterodimeric thyrostimulin. While the conserved or even species-specific functional role of thyrostimulin or its individual subunits are still unknown in vertebrates, the analyses presented here provide context for future studies on the functional divergence of the GpH family.","oxford nanopore sequencing",2019
"99","10.1371/journal.pone.0069890","PLoS ONE","Public Library of Science","Shangguan, Lingfei","College of Horticulture, Nanjing Agricultural University, Nanjing City, Jiangsu Province, China","Evaluation of Genome Sequencing Quality in Selected Plant Species Using Expressed Sequence Tags","BackgroundWith the completion of genome sequencing projects for more than 30 plant species, large volumes of genome sequences have been produced and stored in online databases. Advancements in sequencing technologies have reduced the cost and time of whole genome sequencing enabling more and more plants to be subjected to genome sequencing. Despite this, genome sequence qualities of multiple plants have not been evaluated.Methodology/Principal FindingIntegrity and accuracy were calculated to evaluate the genome sequence quality of 32 plants. The integrity of a genome sequence is presented by the ratio of chromosome size and genome size (or between scaffold size and genome size), which ranged from 55.31% to nearly 100%. The accuracy of genome sequence was presented by the ratio between matched EST and selected ESTs where 52.93% ~ 98.28% and 89.02% ~ 98.85% of the randomly selected clean ESTs could be mapped to chromosome and scaffold sequences, respectively. According to the integrity, accuracy and other analysis of each plant species, thirteen plant species were divided into four levels. Arabidopsis thaliana, Oryza sativa and Zea mays had the highest quality, followed by Brachypodium distachyon, Populus trichocarpa, Vitis vinifera and Glycine max, Sorghum bicolor, Solanum lycopersicum and Fragaria vesca, and Lotus japonicus, Medicago truncatula and Malus × domestica in that order. Assembling the scaffold sequences into chromosome sequences should be the primary task for the remaining nineteen species. Low GC content and repeat DNA influences genome sequence assembly.ConclusionThe quality of plant genome sequences was found to be lower than envisaged and thus the rapid development of genome sequencing projects as well as research on bioinformatics tools and the algorithms of genome sequence assembly should provide increased processing and correction of genome sequences that have already been published.","oxford nanopore sequencing",2013
"100","10.1371/journal.pone.0204234","PLOS ONE","Public Library of Science","Bhambri, Aksheev","CSIR – Institute of Genomics and Integrative Biology, Mathura Road, New Delhi, India","Large scale changes in the transcriptome of Eisenia fetida during regeneration","Earthworms show a wide spectrum of regenerative potential with certain species like Eisenia fetida capable of regenerating more than two-thirds of their body while other closely related species, such as Paranais litoralis seem to have lost this ability. Earthworms belong to the phylum Annelida, in which the genomes of the marine oligochaete Capitella telata and the freshwater leech Helobdella robusta have been sequenced and studied. Herein, we report the transcriptomic changes in Eisenia fetida (Indian isolate) during regeneration. Following injury, E. fetida regenerates the posterior segments in a time spanning several weeks. We analyzed gene expression changes both in the newly regenerating cells and in the adjacent tissue, at early (15days post amputation), intermediate (20days post amputation) and late (30 days post amputation) by RNAseq based de novo assembly and comparison of transcriptomes. We also generated a draft genome sequence of this terrestrial red worm using short reads and mate-pair reads. An in-depth analysis of the miRNome of the worm showed that many miRNA gene families have undergone extensive duplications. Sox4, a master regulator of TGF-beta mediated epithelial-mesenchymal transition was induced in the newly regenerated tissue. Genes for several proteins such as sialidases and neurotrophins were identified amongst the differentially expressed transcripts. The regeneration of the ventral nerve cord was also accompanied by the induction of nerve growth factor and neurofilament genes. We identified 315 novel differentially expressed transcripts in the transcriptome, that have no homolog in any other species. Surprisingly, 82% of these novel differentially expressed transcripts showed poor potential for coding proteins, suggesting that novel ncRNAs may play a critical role in regeneration of earthworm.","oxford nanopore sequencing",2018
"101","10.1371/journal.pone.0016890","PLoS ONE","Public Library of Science","Su, Tianxiang","Department of Mechanical Engineering and Applied Mechanics, University of Pennsylvania, Philadelphia, Pennsylvania, United States of America","Transition between Two Regimes Describing Internal Fluctuation of DNA in a Nanochannel","We measure the thermal fluctuation of the internal segments of a piece of DNA confined in a nanochannel about 50100 nm wide. This local thermodynamic property is key to accurate measurement of distances in genomic analysis. For DNA in 100 nm channels, we observe a critical length scale 10 m for the mean extension of internal segments, below which the de Gennes' theory describes the fluctuations with no fitting parameters, and above which the fluctuation data falls into Odijk's deflection theory regime. By analyzing the probability distributions of the extensions of the internal segments, we infer that folded structures of length 150250 nm, separated by 10 m exist in the confined DNA during the transition between the two regimes. For 50 nm channels we find that the fluctuation is significantly reduced since the Odijk regime appears earlier. This is critical for genomic analysis. We further propose a more detailed theory based on small fluctuations and incorporating the effects of confinement to explicitly calculate the statistical properties of the internal fluctuations. Our theory is applicable to polymers with heterogeneous mechanical properties confined in non-uniform channels. We show that existing theories for the end-to-end extension/fluctuation of polymers can be used to study the internal fluctuations only when the contour length of the polymer is many times larger than its persistence length. Finally, our results suggest that introducing nicks in the DNA will not change its fluctuation behavior when the nick density is below 1 nick per kbp DNA.","oxford nanopore sequencing",2011
"102","10.1371/journal.pcbi.1005944","PLOS Computational Biology","Public Library of Science","Marçais, Guillaume","Institute for Physical Science and Technology, University of Maryland, College Park, Maryland, United States of America","MUMmer4: A fast and versatile genome alignment system","The MUMmer system and the genome sequence aligner nucmer included within it are among the most widely used alignment packages in genomics. Since the last major release of MUMmer version 3 in 2004, it has been applied to many types of problems including aligning whole genome sequences, aligning reads to a reference genome, and comparing different assemblies of the same genome. Despite its broad utility, MUMmer3 has limitations that can make it difficult to use for large genomes and for the very large sequence data sets that are common today. In this paper we describe MUMmer4, a substantially improved version of MUMmer that addresses genome size constraints by changing the 32-bit suffix tree data structure at the core of MUMmer to a 48-bit suffix array, and that offers improved speed through parallel processing of input query sequences. With a theoretical limit on the input size of 141Tbp, MUMmer4 can now work with input sequences of any biologically realistic length. We show that as a result of these enhancements, the nucmer program in MUMmer4 is easily able to handle alignments of large genomes; we illustrate this with an alignment of the human and chimpanzee genomes, which allows us to compute that the two species are 98% identical across 96% of their length. With the enhancements described here, MUMmer4 can also be used to efficiently align reads to reference genomes, although it is less sensitive and accurate than the dedicated read aligners. The nucmer aligner in MUMmer4 can now be called from scripting languages such as Perl, Python and Ruby. These improvements make MUMer4 one the most versatile genome alignment packages available.","oxford nanopore sequencing",2018
"103","10.1371/journal.pcbi.1006117","PLOS Computational Biology","Public Library of Science","De Maio, Nicola","Nuffield Department of Medicine, University of Oxford, Oxford, United Kingdom","Bayesian reconstruction of transmission within outbreaks using genomic variants","Pathogen genome sequencing can reveal details of transmission histories and is a powerful tool in the fight against infectious disease. In particular, within-host pathogen genomic variants identified through heterozygous nucleotide base calls are a potential source of information to identify linked cases and infer direction and time of transmission. However, using such data effectively to model disease transmission presents a number of challenges, including differentiating genuine variants from those observed due to sequencing error, as well as the specification of a realistic model for within-host pathogen population dynamics. Here we propose a new Bayesian approach to transmission inference, BadTrIP (BAyesian epiDemiological TRansmission Inference from Polymorphisms), that explicitly models evolution of pathogen populations in an outbreak, transmission (including transmission bottlenecks), and sequencing error. BadTrIP enables the inference of host-to-host transmission from pathogen sequencing data and epidemiological data. By assuming that genomic variants are unlinked, our method does not require the computationally intensive and unreliable reconstruction of individual haplotypes. Using simulations we show that BadTrIP is robust in most scenarios and can accurately infer transmission events by efficiently combining information from genetic and epidemiological sources; thanks to its realistic model of pathogen evolution and the inclusion of epidemiological data, BadTrIP is also more accurate than existing approaches. BadTrIP is distributed as an open source package (https://bitbucket.org/nicofmay/badtrip) for the phylogenetic software BEAST2. We apply our method to reconstruct transmission history at the early stages of the 2014 Ebola outbreak, showcasing the power of within-host genomic variants to reconstruct transmission events.","oxford nanopore sequencing",2018
